date;start lat;start lon;end lat;end lon
05.11.2015 05:10;50.279150;19.015750;50.268218;18.983763
05.11.2015 05:10;50.279150;19.015750;50.268218;18.983763
05.11.2015 05:15;50.341500;18.917240;50.276530;18.949280
05.11.2015 05:16;50.282590;18.964220;50.264580;19.018600
05.11.2015 05:18;50.259570;19.017850;50.251080;19.004350
05.11.2015 05:19;50.237450;18.835160;50.343900;18.913340
05.11.2015 05:18;50.259570;19.017850;50.251080;19.004350
05.11.2015 05:18;50.237450;18.835160;50.343900;18.913340
05.11.2015 05:19;50.153162;18.844005;50.208330;18.820350
05.11.2015 05:19;50.237450;18.835160;50.343900;18.913340
05.11.2015 05:19;50.259570;19.017850;50.251080;19.004350
05.11.2015 05:19;50.259570;19.017850;50.251080;19.004350
05.11.2015 05:21;50.343900;18.913340;50.371290;18.944070
05.11.2015 05:23;50.151095;18.841307;50.208330;18.820350
05.11.2015 05:23;50.291190;19.268570;50.276320;18.985350
05.11.2015 05:26;50.341500;18.917240;50.276530;18.949280
05.11.2015 05:31;50.297970;18.677260;50.258250;19.017050
05.11.2015 05:32;50.204747;18.989922;50.262848;19.020383
05.11.2015 05:29;50.314300;18.887140;50.251080;19.004350
05.11.2015 05:31;50.284870;18.959060;50.297250;18.955050
05.11.2015 05:31;50.297970;18.677260;50.258250;19.017050
05.11.2015 05:32;50.297970;18.677260;50.258250;19.017050
05.11.2015 05:38;50.314300;18.887140;50.251080;19.004350
05.11.2015 05:40;50.258250;19.017050;50.180140;19.003820
05.11.2015 05:42;50.283250;18.913910;50.279820;18.859390
05.11.2015 05:44;50.299740;18.853010;50.343900;18.913340
05.11.2015 05:45;50.192309;19.175999;50.261670;19.022880
05.11.2015 05:46;50.306980;18.766110;50.305540;18.787120
05.11.2015 05:47;50.258250;19.017050;50.173030;18.899360
05.11.2015 05:45;50.306980;18.766110;50.305540;18.787120
05.11.2015 05:48;50.291710;19.132750;50.251080;19.004350
05.11.2015 05:48;50.258250;19.017050;50.159450;18.845560
05.11.2015 05:50;50.224150;19.063400;50.262520;19.094710
05.11.2015 05:51;50.274688;18.931984;50.290260;18.677490
05.11.2015 05:51;50.274688;18.931984;50.290260;18.677490
05.11.2015 05:53;50.347400;19.136140;50.318290;19.133160
05.11.2015 05:53;50.118990;19.186160;50.278210;19.127070
05.11.2015 05:53;50.299740;18.853010;50.343900;18.913340
05.11.2015 05:54;50.343900;18.913340;50.309150;18.780590
05.11.2015 05:54;50.118990;19.186160;50.278210;19.127070
05.11.2015 05:55;50.313276;19.118938;50.366950;18.786520
