date;start lat;start lon;end lat;end lon;vehiclesCount
18.01.2016 15:55;50.257600;19.017180;50.408810;18.913520;3
18.01.2016 12:00;50.314300;18.887140;50.249878;19.022114;3
18.01.2016 12:34;50.380100;18.886300;50.452470;18.926220;3
18.01.2016 11:09;50.289170;19.087320;50.125600;19.007810;4
24.01.2016 10:07;50.376533;18.806801;50.244286;19.029446;3
18.01.2016 11:11;50.242450;19.135240;50.279790;18.972940;3
24.01.2016 14:00;50.244286;19.029446;50.376587;18.806889;3
18.01.2016 13:05;50.272290;19.046790;50.258007;19.041103;3
24.01.2016 11:53;50.376533;18.806801;50.244286;19.029446;3
24.01.2016 15:46;50.244286;19.029446;50.376587;18.806889;3
18.01.2016 11:27;50.274010;19.024170;50.436650;18.840450;4
18.01.2016 11:28;50.266130;19.019100;50.397520;18.803340;3
18.01.2016 11:34;50.133440;19.398170;50.310960;18.772040;4
18.01.2016 11:36;50.275860;19.123350;50.125600;19.007810;4
18.01.2016 13:06;50.145230;18.777210;50.111350;19.002000;3
18.01.2016 15:38;50.305300;18.787140;50.196760;18.749620;3
18.01.2016 11:38;50.297228;19.114847;50.350034;19.062632;3
18.01.2016 17:40;50.305300;18.787140;50.196760;18.749620;3
18.01.2016 12:32;50.304892;18.942917;50.111204;18.989919;3
18.01.2016 17:32;50.305300;18.787140;50.196760;18.749620;3
18.01.2016 12:32;50.304892;18.942917;50.115980;18.981600;3
18.01.2016 13:02;50.304892;18.942917;50.111204;18.989919;3
18.01.2016 17:55;50.305300;18.787140;50.196760;18.749620;3
18.01.2016 11:44;50.327490;19.073690;50.261350;19.019850;3
19.01.2016 07:43;50.306210;18.774880;50.196760;18.749620;3
18.01.2016 11:45;50.284914;18.684591;50.271170;19.005340;3
19.01.2016 09:12;50.306210;18.774880;50.196760;18.749620;3
19.01.2016 07:43;50.305300;18.787140;50.196760;18.749620;3
18.01.2016 11:49;50.284914;18.684591;50.271170;19.005340;3
18.01.2016 13:26;50.284914;18.684591;50.271170;19.005340;3
18.01.2016 11:54;50.217740;18.958030;50.469950;19.073290;4
18.01.2016 11:56;50.275940;18.854270;50.859410;20.201220;3
18.01.2016 11:52;50.289060;19.112040;50.281680;19.147960;3
18.01.2016 13:43;50.217740;18.958030;50.469950;19.073290;4
18.01.2016 11:55;50.259590;19.018700;50.469950;19.073290;3
18.01.2016 11:57;50.275940;18.854270;50.008340;18.476350;3
18.01.2016 11:57;50.246592;19.025364;50.469950;19.073290;3
18.01.2016 13:30;50.275940;18.854270;50.008340;18.476350;3
18.01.2016 15:39;50.275940;18.854270;50.008340;18.476350;3
18.01.2016 11:59;50.279850;18.859340;50.008340;18.476350;3
18.01.2016 13:33;50.279850;18.859340;50.008340;18.476350;3
18.01.2016 17:15;50.275940;18.854270;50.008340;18.476350;3
18.01.2016 17:11;50.279850;18.859340;50.008340;18.476350;3
18.01.2016 12:05;50.258408;19.273181;50.566230;20.055670;3
18.01.2016 12:05;50.279850;18.859340;50.008340;18.476350;3
18.01.2016 12:43;50.283774;18.880669;50.297260;19.004030;3
18.01.2016 12:05;50.275940;18.854270;50.008340;18.476350;3
18.01.2016 12:07;50.286120;19.132310;50.125950;18.988150;3
18.01.2016 12:11;50.255755;19.015926;50.325176;19.165798;3
18.01.2016 13:14;50.269290;19.183220;50.314780;19.278750;3
18.01.2016 18:01;50.292824;18.690430;50.444530;18.823067;3
18.01.2016 13:34;50.245739;19.035568;50.231430;18.983430;3
18.01.2016 12:43;50.258310;19.017140;50.357934;18.862354;3
18.01.2016 13:36;50.258310;19.017140;50.357934;18.862354;3
18.01.2016 14:00;50.345240;18.531770;50.275910;19.023020;3
18.01.2016 12:30;50.265140;19.023240;50.323280;19.201330;3
19.01.2016 08:15;50.277860;18.796770;50.220310;18.826010;3
18.01.2016 13:35;50.247665;18.907547;50.298220;18.676630;3
18.01.2016 12:41;50.298020;18.780610;50.359690;18.838220;3
18.01.2016 12:40;50.301314;18.828768;50.244390;19.024550;3
19.01.2016 08:00;50.396230;19.016430;50.307700;18.671020;3
19.01.2016 08:00;50.280710;18.800260;50.224280;18.815810;3
18.01.2016 12:43;50.394110;18.888660;50.296760;18.930950;3
19.01.2016 08:00;50.280710;18.800260;50.224280;18.815810;3
18.01.2016 12:47;50.286640;19.124500;50.533580;18.807630;4
18.01.2016 15:53;50.286640;19.124500;50.533580;18.807630;4
18.01.2016 13:01;50.286640;19.124500;50.533580;18.807630;4
18.01.2016 12:50;50.301660;19.018120;50.303520;18.951950;3
18.01.2016 12:51;50.286640;19.124500;50.533580;18.807630;4
18.01.2016 12:53;50.286640;19.124500;50.505040;18.767560;3
18.01.2016 13:44;50.414380;19.087080;50.297660;19.182100;4
18.01.2016 12:58;50.414380;19.087080;50.297660;19.182100;3
18.01.2016 11:29;50.414380;19.087080;50.297660;19.182100;3
18.01.2016 11:09;50.414380;19.087080;50.297660;19.182100;4
18.01.2016 13:00;50.377390;18.943770;50.305560;18.782710;3
18.01.2016 13:01;50.379210;18.891340;50.305560;18.782710;3
18.01.2016 13:02;50.377390;18.943770;50.305560;18.782710;3
18.01.2016 13:03;50.296878;19.114711;50.356090;19.063870;3
18.01.2016 14:14;50.442420;18.832690;50.368970;18.850170;3
18.01.2016 13:46;50.245090;18.996580;50.434850;19.033270;3
18.01.2016 13:06;50.245090;18.996580;50.434850;19.033270;4
18.01.2016 13:33;50.245090;18.996580;50.434850;19.033270;5
18.01.2016 14:09;50.245090;18.996580;50.434850;19.033270;4
18.01.2016 13:09;50.296260;18.935610;50.266740;18.885330;3
19.01.2016 17:00;50.305060;18.918930;50.244860;18.743790;3
18.01.2016 18:11;50.298390;19.134520;50.318850;19.003450;3
18.01.2016 08:12;50.352504;19.078184;50.429020;19.181640;3
18.01.2016 00:10;50.286640;19.124500;50.447740;18.864290;4
19.01.2016 16:00;50.305060;18.918930;50.192830;18.632040;3
19.01.2016 16:00;50.305060;18.918930;50.192830;18.632040;3
18.01.2016 00:11;50.271350;18.873140;50.318850;19.003450;3
18.01.2016 13:12;50.377390;18.943770;50.305560;18.782710;3
18.01.2016 13:15;50.468200;19.071940;50.445860;18.864420;3
18.01.2016 13:13;50.379210;18.891340;50.305560;18.782710;3
18.01.2016 13:15;50.259590;19.018700;50.237830;19.156710;3
18.01.2016 13:16;50.471060;19.074030;50.257600;19.017180;3
